Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
Introduction to Korean Philosophy and Culture	4.8	Beginner level	Flexible schedule	Compare Korean philosophy with both Chinese philosophy as well as Western philosophyExplore the field of Korean philosophy and its development through its continued innovationDiscuss the key ideas in Korean philosophical debates, such as the concepts of moral emotions and everyday feelingsReflect the Korean philosophical traits reflected in Korean language	Philosophy, History, Culture, Language, Korean philosophy	What is Korean philosophy?, How does Innovation occur at Cultural Boundaries?, What are the Core Debates of Korean Philosophy?, How do you think through Korean Philosophy?	SO JEONG PARK	Sungkyunkwan University	Arts and Humanities	https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture	11.0	179
The Art of Vocal Production	4.7	Beginner level	Flexible schedule	Discuss the various types of dynamics processing and when to use each and apply equalization to a vocal track to enhance and improve the qualityDefine, describe, and apply time based effects and use them to enhance the sound of a vocal trackCompare audio editing techniques, including time based and tempo basedDiscuss how technology has changed the music recording industry	Music, Audio Recording, Singing, Music production, Music technology	Welcome To The Art of Vocal Production, Natural Vocal Design: How Vocal Producers Create  , Artificial Vocal Design: How Vocal Producers “Sweeten” the Creation, Vocal Time Compression and Expansion: Tools of the Trade , Vocal Pitch Correction and Tuning: More tools of the Trade	Prince Charles Alexander	Berklee	Arts and Humanities	https://www.coursera.org/learn/vocal-production	11.0	360
Reimagining Blackness and Architecture	4.8	Beginner level	Flexible schedule	Recognize how race and racism shape architecture and the built environment and the role we as individuals play in creating a just and equitable worldExplore work by Black architects and artists and discover how Black makers have shaped and reimagined the built environmentFind inspiration by learning about the ways Black makers have fashioned their own paths and advocated for better futures	anti-racism, Art, History, Humanities, Architecture	Introduction, Imagination, Care, Knowledge, Refusal, Liberation	Sean Anderson, Arlette Hernandez	The Museum of Modern Art	Arts and Humanities	https://www.coursera.org/learn/blackness-architecture	14.0	67
In Search for the Origins of Korean Philosophy	0.0	Intermediate level	Flexible schedule	Understand the terms ‘Name, Language, and Religion’ in the context of Korean identityHave a solid understanding of previous names of KoreaHave a basic understanding of  the early written language Koreans used (prior to Hangeul) and spoken Korean languageBe able to recognize the harmonious co-existence of Confucianism and Buddhism in Korea	Philosophy, History, Culture, Language, Korean philosophy	Philosophizing through Primary Sources , Korean Identity through the Names Called by Others, Korean Language and Korean Thought, Before Confucianism and Buddhism Introduced, Confucianism and Buddhism Introduced into Korea, Development of Korean Spirituality through Buddhism	SO JEONG PARK	Sungkyunkwan University	Arts and Humanities	https://www.coursera.org/learn/in-search-for-the-origins-of-korean-philosophy	15.0	0
Pro Tools Basics	4.7	Not specified	Flexible schedule	Identify the various components in the Pro Tools interface and organize session filesDiscuss difference between a synthesizer and sampler and know how to use each of themRecord a live performance into Pro ToolsBalance your production mix by adjusting levels, using pan, and applying effects such as EQ, reverb, and compression	Music, Pro Tools, Music production, Music recording, MIDI	Welcome to Pro Tools Basics!, Diving In, Exploring MIDI and Software Instruments, Recording and Manipulating Audio, Mixing and Mastering	Chrissy Tignor	Berklee	Arts and Humanities	https://www.coursera.org/learn/protools	11.0	583
Building Your Career in Music: Developing A Brand and Funding Your Music	4.4	Beginner level	Flexible schedule	Describe and discuss your identity, vision, and intention and identify strategies to balance the management of the band and the creation of the musicDevelop your musical brand, build and leverage a network of industry professionals, and discuss the benefits of partnering with other brandsDevelop a vision for a recording project and engage in a professional conversation with producersPlan, design, and launch a crowdfunding campaign	Social Media, Music business, Networking, Marketing, Crowdfunding	Welcome!, Your Foundation, Your Brand, Your Record, Your Money, Your Career	Leah Waldo	Berklee	Arts and Humanities	https://www.coursera.org/learn/navigate-music-industry-independent-artist	8.0	460
Grundlagen des Grafikdesigns	0.0	Beginner level	Flexible schedule	Sie implementieren die Grundlagen der Farbenlehre: visuelle Wirkung, Rhythmus und Muster im DesignSie verwenden Maßstab, visuelles Gewicht, Ausrichtung, Struktur und Raum in einer KompositionSie setzen Text und experimentieren mit BuchstabenformenSie erstellen mit verschiedenen Bildgestaltungstechniken Ihre eigenen Bildserien	Not specified	Woche 1: Grundlagen der Bildgestaltung, Woche 2: Grundlagen der Typografie, Woche 3: Grundlagen von Form und Farbe, Woche 4: Grundlagen der Komposition	Michael Worthington	California Institute of the Arts	Arts and Humanities	https://www.coursera.org/learn/fundamentals-of-graphic-design-de	14.0	0
Art & Ideas: Teaching with Themes	4.8	Intermediate level	Flexible schedule	Explore works of modern and contemporary art through a variety of accessible themes that relate to classroom content and student experiences.Learn about the ways that a thematic approach supports interdisciplinary teaching and learningHear directly from artists about their ideas and processesGain exposure to a range of digital resources available for teaching with themes and incorporating content around works of art into your classroom	Not specified	Introduction to Art & Ideas, Places & Spaces, Art & Identity, Transforming Everyday Objects, Art & Society, Teaching with Themes	Francis Estrada, Lisa Mazzola, Larissa Raphael	The Museum of Modern Art	Arts and Humanities	https://www.coursera.org/learn/ideas	14.0	458
The Cosmopolitan Medieval Arabic World	4.8	Beginner level	Flexible schedule	In this course you will find out that the Arabic Medieval World was diverse, advanced and connected.In this course you will learn that knowledge travels between cultures and that the Arabic Medieval World influenced the world as we know it today.	Not specified	Welcome to this Course, The Medieval Islamic City, Travel & Religion, Trade, Power Play, Science, In conclusion: the Cosmopolitain Medieval Arabic World	Prof. dr. Petra Sijpesteijn	Universiteit Leiden	Arts and Humanities	https://www.coursera.org/learn/medieval-arabia	24.0	380
Approaching Music Theory: Melodic Forms and Simple Harmony	4.7	Intermediate level	Flexible schedule	Analyze the relationship between the technical details and aesthetics of music.Explore how culture, psychology, physics, formal context, and a sense of play all shape musical language.Discover ways in which music theory may be relevant to enjoying, communicating a love for, and performing music.Demonstrate confidence in the kind of musical self-analysis that can help you develop your own musical ideas.	Music, Jazz, Music composition, Classical Music, Music theory	Course Overview, Melodic Structures: Lines, Shapes, and Simple Modes, Melodic Structures: Simplicity, Repetition, and Change, Combining Pitches: Consonance and Dissonance , Cadences and Basic Harmonic Function	Marc Lowenstein	California Institute of the Arts	Arts and Humanities	https://www.coursera.org/learn/melodic-forms-simple-harmony	22.0	151
Art & Activity: Interactive Strategies for Engaging with Art	4.8	Intermediate level	Flexible schedule	Understand the definition of  “activity” and other terminology used to discuss active learningAnalyze the formats and techniques that make for a good activityUnderstand the benefits of activity-based learning and its impact on students’ personal developmentPractice active learning from a student’s perspective 	Not specified	Introduction to Art and Activity, Activities for Analyzing and Reflecting, Activities for Creating, Imagining, and Connecting, Assessment Strategies	Francis Estrada, Lisa Mazzola, Larissa Raphael	The Museum of Modern Art	Arts and Humanities	https://www.coursera.org/learn/art-activity	11.0	1218
Moneyball and Globalization	0.0	Beginner level	Flexible schedule	Describe how money shapes baseball.Understand how baseball connects to the international arena.Reflect on history's influence on the business of baseball. 	Sports, Culture, America, Baseball, US History	America Expands Abroad, Silver and Golden Ages, Baseball and America Move West, The Worker	Tom Zeiler	University of Colorado Boulder	Arts and Humanities	https://www.coursera.org/learn/moneyball-and-globalization	9.0	0
